rsid,gene_id,pvalue,qtl_group,study_id
rs681235,ENSG00000285875,0.0452158,adipose_naive,FUSION
rs681235,ENSG00000231329,0.0352693,T-cell,GENCORD
rs681235,ENSG00000234147,0.000315273,Adipose_Subcutaneous,GTEx_V8
rs681235,ENSG00000234147,0.00016191,Adipose_Visceral_Omentum,GTEx_V8
rs6813195,ENSG00000164144,0.00456781,T-cell,BLUEPRINT
rs6813195,ENSG00000121210,0.0423794,brain,BrainSeq
rs6813195,ENSG00000245954,0.0285309,adipose_naive,FUSION
rs6813195,ENSG00000121210,0.00102534,muscle_naive,FUSION
rs6813195,ENSG00000109670,0.00876545,T-cell,GENCORD
rs6813195,ENSG00000109670,0.0051888,Adipose_Subcutaneous,GTEx_V8
rs6885132,ENSG00000038382,0.0219492,monocyte,BLUEPRINT
rs6885132,ENSG00000154122,0.000278884,monocyte,BLUEPRINT
rs6885132,ENSG00000272057,0.0304052,monocyte,BLUEPRINT
rs6885132,ENSG00000154122,0.0457043,T-cell,BLUEPRINT
rs6885132,ENSG00000039139,0.0366632,brain,BrainSeq
rs6885132,ENSG00000154124,0.01491,muscle_naive,FUSION
rs6885132,ENSG00000250662,0.0119778,Brain_Amygdala,GTEx_V8
rs6885132,ENSG00000261360,0.0433388,Brain_Amygdala,GTEx_V8
rs6885132,ENSG00000272057,0.0159853,Brain_Amygdala,GTEx_V8
rs6885132,ENSG00000154122,0.0107205,Brain_Caudate_basal_ganglia,GTEx_V8
rs6885132,ENSG00000038382,0.0252724,Brain_Caudate_basal_ganglia,GTEx_V8
rs6885132,ENSG00000183580,0.0286645,Brain_Cortex,GTEx_V8
rs6885132,ENSG00000145569,0.00311466,Brain_Frontal_Cortex_BA9,GTEx_V8
rs6885132,ENSG00000038382,0.00505599,Brain_Hippocampus,GTEx_V8
rs6885132,ENSG00000154122,0.0364165,Brain_Hippocampus,GTEx_V8
rs6885132,ENSG00000039139,0.0035244,Brain_Hypothalamus,GTEx_V8
rs7252150,ENSG00000104980,0.0420155,monocyte,BLUEPRINT
rs7252150,ENSG00000171105,0.0133958,monocyte,BLUEPRINT
rs7252150,ENSG00000125657,0.0212733,T-cell,BLUEPRINT
rs7252150,ENSG00000171105,0.0322219,T-cell,BLUEPRINT
rs7252150,ENSG00000104833,0.00581572,brain,BrainSeq
rs7252150,ENSG00000104921,0.0474527,brain,BrainSeq
rs7252150,ENSG00000125730,0.0405171,brain,BrainSeq
rs7252150,ENSG00000142449,0.0264149,brain,BrainSeq
rs7252150,ENSG00000142459,0.00100776,brain,BrainSeq
rs7252150,ENSG00000268191,0.043593,brain,BrainSeq
rs72631105,ENSG00000107672,0.0464032,brain,BrainSeq
rs72631105,ENSG00000120008,0.0477901,brain,BrainSeq
rs72631105,ENSG00000274461,0.0125379,brain,BrainSeq
rs72631105,ENSG00000107672,0.0166569,adipose_naive,FUSION
rs72631105,ENSG00000274461,0.00728203,Brain_Amygdala,GTEx_V8
rs72631105,ENSG00000276742,0.034177,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs72631105,ENSG00000226864,0.0396469,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs72631105,ENSG00000273891,0.008253,Brain_Caudate_basal_ganglia,GTEx_V8
rs72631105,ENSG00000120008,0.0230159,Brain_Caudate_basal_ganglia,GTEx_V8
rs72631105,ENSG00000271670,0.0428684,Brain_Cerebellar_Hemisphere,GTEx_V8
rs72631105,ENSG00000120008,0.0441926,Brain_Cerebellar_Hemisphere,GTEx_V8
rs72631105,ENSG00000120008,0.0448522,Brain_Cortex,GTEx_V8
rs72631105,ENSG00000107669,0.0459311,Brain_Hypothalamus,GTEx_V8
rs72631105,ENSG00000107672,0.0153172,Brain_Hypothalamus,GTEx_V8
rs73631502,ENSG00000011201,0.0486076,Brain_Caudate_basal_ganglia,GTEx_V8
rs73631502,ENSG00000146950,0.0279238,Brain_Hippocampus,GTEx_V8
rs73631502,ENSG00000011201,0.0174303,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs73631502,ENSG00000011201,0.0445371,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs73631502,ENSG00000073464,0.0257802,Cells_EBV-transformed_lymphocytes,GTEx_V8
rs75018580,ENSG00000144741,0.039687,T-cell,BLUEPRINT
rs75018580,ENSG00000144749,0.00484271,T-cell,BLUEPRINT
rs75018580,ENSG00000144749,0.00843398,adipose_naive,FUSION
rs75018580,ENSG00000144749,0.0405914,Adipose_Subcutaneous,GTEx_V8
rs75018580,ENSG00000144741,0.0493294,Adipose_Visceral_Omentum,GTEx_V8
rs75018580,ENSG00000163376,0.0249647,Adipose_Visceral_Omentum,GTEx_V8
rs75018580,ENSG00000144741,0.01036,Brain_Amygdala,GTEx_V8
rs75018580,ENSG00000144741,0.00844058,Brain_Cortex,GTEx_V8
rs75018580,ENSG00000144741,0.00274093,Brain_Frontal_Cortex_BA9,GTEx_V8
rs75018580,ENSG00000144741,0.0439882,Brain_Hippocampus,GTEx_V8
rs75018580,ENSG00000144741,0.0468475,Brain_Hypothalamus,GTEx_V8
rs75018580,ENSG00000144749,0.0346822,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs75018580,ENSG00000270059,0.0138648,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs750557,ENSG00000154370,0.0200069,T-cell,BLUEPRINT
rs750557,ENSG00000143632,0.00908274,brain,BrainSeq
rs750557,ENSG00000203684,0.0374238,adipose_naive,FUSION
rs750557,ENSG00000135763,0.0057632,T-cell,GENCORD
rs750557,ENSG00000234975,0.012547,Adipose_Subcutaneous,GTEx_V8
rs750557,ENSG00000154358,0.0291775,Adipose_Subcutaneous,GTEx_V8
rs750557,ENSG00000069248,0.0101627,Adipose_Visceral_Omentum,GTEx_V8
rs750557,ENSG00000203684,0.0105755,Adipose_Visceral_Omentum,GTEx_V8
rs75693095,ENSG00000122550,0.0192216,monocyte,BLUEPRINT
rs75693095,ENSG00000136243,0.00220873,monocyte,BLUEPRINT
rs75693095,ENSG00000169193,0.0262725,monocyte,BLUEPRINT
rs75693095,ENSG00000226816,0.0294857,T-cell,BLUEPRINT
rs75693095,ENSG00000230658,0.0209385,T-cell,BLUEPRINT
rs75693095,ENSG00000234286,0.0223281,T-cell,BLUEPRINT
rs75693095,ENSG00000122550,0.0442056,T-cell,GENCORD
rs75693095,ENSG00000136235,0.00155287,T-cell,GENCORD
rs75693095,ENSG00000232759,0.0424065,T-cell,GENCORD
rs75693095,ENSG00000136243,0.0405549,Adipose_Subcutaneous,GTEx_V8
rs76263492,ENSG00000016391,0.0208202,brain,BrainSeq
rs76263492,ENSG00000271976,0.0466884,brain,BrainSeq
rs76263492,ENSG00000056736,0.00518306,muscle_naive,FUSION
rs76263492,ENSG00000144771,0.00955587,Brain_Amygdala,GTEx_V8
rs76263492,ENSG00000144771,0.0200052,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs76263492,ENSG00000016391,0.0178147,Brain_Caudate_basal_ganglia,GTEx_V8
rs76263492,ENSG00000271976,0.0405657,Brain_Hippocampus,GTEx_V8
rs76263492,ENSG00000016391,0.0206948,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs76263492,ENSG00000016391,0.0123397,Brain_Putamen_basal_ganglia,GTEx_V8
rs76549217,ENSG00000154122,0.0112696,muscle_naive,FUSION
rs76549217,ENSG00000250662,0.0178099,Brain_Caudate_basal_ganglia,GTEx_V8
rs76549217,ENSG00000250182,0.00554528,Brain_Caudate_basal_ganglia,GTEx_V8
rs76549217,ENSG00000154122,0.00394623,Brain_Cerebellum,GTEx_V8
rs76549217,ENSG00000154124,0.0151393,Brain_Cerebellum,GTEx_V8
rs76549217,ENSG00000250182,0.0107208,Brain_Hippocampus,GTEx_V8
rs76549217,ENSG00000250662,0.0408454,Brain_Putamen_basal_ganglia,GTEx_V8
rs76549217,ENSG00000038382,0.0180082,Cells_EBV-transformed_lymphocytes,GTEx_V8
rs7732130,ENSG00000164253,0.00324607,monocyte,BLUEPRINT
rs7732130,ENSG00000250802,0.0235071,monocyte,BLUEPRINT
rs7732130,ENSG00000225407,0.0444768,brain,BrainSeq
rs7732130,ENSG00000113231,0.00636626,adipose_naive,FUSION
rs7732130,ENSG00000132846,0.00545702,adipose_naive,FUSION
rs7732130,ENSG00000145708,0.0119061,muscle_naive,FUSION
rs7732130,ENSG00000164251,0.0472726,Adipose_Subcutaneous,GTEx_V8
rs7732130,ENSG00000113231,8.82252e-06,Adipose_Subcutaneous,GTEx_V8
rs7732130,ENSG00000132846,0.0100157,Adipose_Visceral_Omentum,GTEx_V8
rs7732130,ENSG00000253558,0.0289432,Adipose_Visceral_Omentum,GTEx_V8
rs7732130,ENSG00000132846,0.0342673,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs7732130,ENSG00000213763,0.0387607,Brain_Cerebellar_Hemisphere,GTEx_V8
rs7732130,ENSG00000113231,0.00189226,Brain_Cerebellum,GTEx_V8
rs7732130,ENSG00000213763,0.049597,Brain_Cortex,GTEx_V8
rs7732130,ENSG00000113231,0.0254158,Brain_Cortex,GTEx_V8
rs7732130,ENSG00000132846,0.0323075,Brain_Cortex,GTEx_V8
rs7732130,ENSG00000145708,0.0219336,Brain_Hippocampus,GTEx_V8
rs7747095,ENSG00000096080,0.0455315,T-cell,BLUEPRINT
rs7747095,ENSG00000124702,0.0353169,brain,BrainSeq
rs7747095,ENSG00000137221,0.00346406,brain,BrainSeq
rs7747095,ENSG00000146223,0.00810595,brain,BrainSeq
rs7747095,ENSG00000178233,0.0119131,brain,BrainSeq
rs7747095,ENSG00000204052,0.0394589,brain,BrainSeq
rs7747095,ENSG00000124571,0.0152296,adipose_naive,FUSION
rs7747095,ENSG00000124608,0.034035,adipose_naive,FUSION
rs7747095,ENSG00000137207,0.0121548,adipose_naive,FUSION
rs7747095,ENSG00000171611,0.00924561,adipose_naive,FUSION
rs7747095,ENSG00000124574,0.00177036,muscle_naive,FUSION
rs7747095,ENSG00000272114,0.00748557,muscle_naive,FUSION
rs7948345,ENSG00000273415,0.0141185,T-cell,BLUEPRINT
rs7948345,ENSG00000120457,0.00226826,brain,BrainSeq
rs7948345,ENSG00000120457,0.0195768,adipose_naive,FUSION
rs7948345,ENSG00000255465,0.00109148,Brain_Cortex,GTEx_V8
rs7948345,ENSG00000151702,0.0249633,Brain_Cortex,GTEx_V8
rs7948345,ENSG00000254703,0.0100607,Brain_Cortex,GTEx_V8
rs7948345,ENSG00000254703,0.00952835,Brain_Frontal_Cortex_BA9,GTEx_V8
rs7948345,ENSG00000120471,0.00855432,Brain_Substantia_nigra,GTEx_V8
rs7948345,ENSG00000120471,0.0486616,Muscle_Skeletal,GTEx_V8
rs7948345,ENSG00000245008,0.0243642,Whole_Blood,GTEx_V8
rs7974748,ENSG00000135643,0.00157881,monocyte,BLUEPRINT
rs7974748,ENSG00000257613,0.0124599,brain,BrainSeq
rs7974748,ENSG00000139291,0.041874,adipose_naive,FUSION
rs7974748,ENSG00000258053,0.000125122,muscle_naive,FUSION
rs7974748,ENSG00000257515,0.0380639,T-cell,GENCORD
rs7974748,ENSG00000133858,0.0163422,monocyte_IAV,Quach_2016
rs7974748,ENSG00000173451,0.0175663,monocyte_IAV,Quach_2016
rs7974748,ENSG00000133858,0.00133222,monocyte_naive,Quach_2016
rs7974748,ENSG00000133858,0.00550704,monocyte_R848,Quach_2016
rs79994966,ENSG00000166971,0.00811912,monocyte,BLUEPRINT
rs79994966,ENSG00000261291,0.0429821,T-cell,BLUEPRINT
rs79994966,ENSG00000103479,0.00916849,brain,BrainSeq
rs79994966,ENSG00000166971,0.0451969,brain,BrainSeq
rs79994966,ENSG00000140718,2.36935e-07,muscle_naive,FUSION
rs79994966,ENSG00000261049,0.034771,monocyte_Pam3CSK4,Quach_2016
rs79994966,ENSG00000140718,0.0143768,brain_naive,ROSMAP
rs79994966,ENSG00000103494,0.0420456,CD4_T-cell_naive,Schmiedel_2018
rs8121708,ENSG00000234832,0.0268164,T-cell,BLUEPRINT
rs8121708,ENSG00000232645,0.00403023,adipose_naive,FUSION
rs8121708,ENSG00000233746,0.0238982,T-cell,GENCORD
rs8121708,ENSG00000280350,0.0178123,T-cell,GENCORD
rs8121708,ENSG00000125810,0.00613264,Adipose_Visceral_Omentum,GTEx_V8
rs8121708,ENSG00000125810,0.037188,Brain_Anterior_cingulate_cortex_BA24,GTEx_V8
rs8121708,ENSG00000232645,0.0463645,Brain_Caudate_basal_ganglia,GTEx_V8
rs8121708,ENSG00000178726,0.0460526,Brain_Cerebellar_Hemisphere,GTEx_V8
rs8121708,ENSG00000178726,0.0268808,Brain_Cerebellum,GTEx_V8
rs8121708,ENSG00000279082,0.027591,Brain_Hippocampus,GTEx_V8
rs8121708,ENSG00000232645,0.0287325,Brain_Hippocampus,GTEx_V8
rs8121708,ENSG00000234646,0.0234146,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs8121708,ENSG00000279082,0.0291543,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs8121708,ENSG00000232645,0.0304309,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs8121708,ENSG00000278041,0.0103029,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs9316500,ENSG00000236778,0.0400972,monocyte,BLUEPRINT
rs9316500,ENSG00000198553,0.0415514,T-cell,BLUEPRINT
rs9316500,ENSG00000136104,0.0419912,brain,BrainSeq
rs9316500,ENSG00000233672,0.00449753,brain,BrainSeq
rs9316500,ENSG00000123178,0.00234697,adipose_naive,FUSION
rs9316500,ENSG00000286191,0.0179911,muscle_naive,FUSION
rs9316500,ENSG00000102786,0.00404465,Adipose_Subcutaneous,GTEx_V8
rs9316500,ENSG00000237152,0.0200451,Adipose_Subcutaneous,GTEx_V8
rs9316500,ENSG00000123201,0.00777043,Adipose_Subcutaneous,GTEx_V8
rs9316500,ENSG00000123178,0.0292236,Adipose_Visceral_Omentum,GTEx_V8
rs9316500,ENSG00000233672,0.0133347,Brain_Amygdala,GTEx_V8
rs9348441,ENSG00000145996,0.0117092,monocyte,BLUEPRINT
rs9348441,ENSG00000112242,0.0197511,T-cell,BLUEPRINT
rs9348441,ENSG00000172197,0.0443206,T-cell,GENCORD
rs9348441,ENSG00000231754,0.0409827,Brain_Amygdala,GTEx_V8
rs9348441,ENSG00000145996,0.0419888,Brain_Caudate_basal_ganglia,GTEx_V8
rs9348441,ENSG00000172197,0.000499474,Brain_Hippocampus,GTEx_V8
rs9348441,ENSG00000112242,0.0147376,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs9348441,ENSG00000228412,0.0230019,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs9348441,ENSG00000124766,0.0282728,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs9348441,ENSG00000172197,0.0184697,Cells_EBV-transformed_lymphocytes,GTEx_V8
rs9348441,ENSG00000172201,0.0308382,Muscle_Skeletal,GTEx_V8
rs9348441,ENSG00000112242,0.00315293,Pancreas,GTEx_V8
rs9379084,ENSG00000124784,0.0355399,monocyte,BLUEPRINT
rs9379084,ENSG00000124782,0.0418927,T-cell,BLUEPRINT
rs9379084,ENSG00000225092,0.0492823,T-cell,BLUEPRINT
rs9379084,ENSG00000124491,0.0265947,brain,BrainSeq
rs9379084,ENSG00000124783,0.0377794,brain,BrainSeq
rs9379084,ENSG00000124784,0.00748662,brain,BrainSeq
rs9379084,ENSG00000188428,0.00827101,brain,BrainSeq
rs9379084,ENSG00000124802,0.0465978,muscle_naive,FUSION
rs9379084,ENSG00000168566,0.0226782,muscle_naive,FUSION
rs9379084,ENSG00000124784,0.0269512,Adipose_Subcutaneous,GTEx_V8
rs9379084,ENSG00000112799,0.0398599,Adipose_Subcutaneous,GTEx_V8
rs9379084,ENSG00000261189,0.0328866,Adipose_Subcutaneous,GTEx_V8
rs9379084,ENSG00000153162,0.038194,Adipose_Visceral_Omentum,GTEx_V8
rs947733,ENSG00000029363,0.0103333,monocyte,BLUEPRINT
rs947733,ENSG00000118503,0.00507906,brain,BrainSeq
rs947733,ENSG00000112357,0.0437215,adipose_naive,FUSION
rs947733,ENSG00000112357,0.000231834,muscle_naive,FUSION
rs947733,ENSG00000197442,0.0387773,muscle_naive,FUSION
rs947733,ENSG00000118503,0.0220924,Adipose_Visceral_Omentum,GTEx_V8
rs947733,ENSG00000029363,0.0224487,Brain_Cortex,GTEx_V8
rs947733,ENSG00000112357,0.0417659,Brain_Cortex,GTEx_V8
rs947733,ENSG00000027697,0.0138925,Brain_Cortex,GTEx_V8
rs947733,ENSG00000182747,0.0223917,Brain_Frontal_Cortex_BA9,GTEx_V8
rs947733,ENSG00000016402,0.00468912,Brain_Hippocampus,GTEx_V8
rs947733,ENSG00000118503,0.0191831,Brain_Substantia_nigra,GTEx_V8
rs9677933,ENSG00000265451,0.0407816,brain,BrainSeq
rs9677933,ENSG00000163083,0.0323615,adipose_naive,FUSION
rs9677933,ENSG00000237614,0.00035777,adipose_naive,FUSION
rs9677933,ENSG00000088179,0.0017856,T-cell,GENCORD
rs9677933,ENSG00000264229,0.0475346,Adipose_Subcutaneous,GTEx_V8
rs9677933,ENSG00000236878,0.0235014,Adipose_Subcutaneous,GTEx_V8
rs9677933,ENSG00000088179,0.0155232,Brain_Caudate_basal_ganglia,GTEx_V8
rs9677933,ENSG00000223549,0.0222476,Brain_Cerebellar_Hemisphere,GTEx_V8
rs9677933,ENSG00000265451,0.00826779,Brain_Hippocampus,GTEx_V8
rs9677933,ENSG00000074047,0.00787471,Brain_Hypothalamus,GTEx_V8
rs9677933,ENSG00000088179,0.0193432,Brain_Nucleus_accumbens_basal_ganglia,GTEx_V8
rs9677933,ENSG00000074047,0.0128844,Brain_Putamen_basal_ganglia,GTEx_V8
rs9677933,ENSG00000088179,0.0130189,Brain_Spinal_cord_cervical_c-1,GTEx_V8
rs9677933,ENSG00000115109,0.0144092,Cells_EBV-transformed_lymphocytes,GTEx_V8
rs9815690,ENSG00000114209,0.0216216,Adipose_Visceral_Omentum,GTEx_V8
rs9815690,ENSG00000174776,0.0471148,Brain_Cortex,GTEx_V8
rs9815690,ENSG00000174776,0.00183907,Brain_Hypothalamus,GTEx_V8
rs9815690,ENSG00000114209,0.0108572,Brain_Putamen_basal_ganglia,GTEx_V8
rs9815690,ENSG00000242268,0.0108158,Pancreas,GTEx_V8
rs9815690,ENSG00000173905,0.0363577,blood,Lepik_2017
rs9815690,ENSG00000163536,0.0422176,monocyte_IAV,Quach_2016
rs9976596,ENSG00000159140,0.00417194,monocyte,BLUEPRINT
rs9976596,ENSG00000159200,0.0142443,monocyte,BLUEPRINT
rs9976596,ENSG00000205758,0.00208606,monocyte,BLUEPRINT
rs9976596,ENSG00000198743,0.0441163,T-cell,BLUEPRINT
rs9976596,ENSG00000205758,0.010762,T-cell,BLUEPRINT
